"Asset:";"Potosí";"Potosí"
"Element:";"PS20.WS01";"PS20.WS01"
"Date/Signal";"Irr POA Pyr 5M (W/m2)";"Irr GHI Pyr 5M (W/m2)"
"01/08/2023 11:00:00";"951.487";"843.724"
"01/08/2023 11:05:00";"1065";"948.559"
"01/08/2023 11:10:00";"1104.449";"997.025"
"01/08/2023 11:15:00";"1059.925";"969.171"
"01/08/2023 11:20:00";"1088.236";"1005.726"
"01/08/2023 11:25:00";"1030.42";"965.819"
"01/08/2023 11:30:00";"1009.36";"959.35"
"01/08/2023 11:35:00";"918.227";"879.371"
"01/08/2023 11:40:00";"943.488";"907.239"
"01/08/2023 11:45:00";"776.337";"750.732"
"01/08/2023 11:50:00";"683.696";"663.123"
"01/08/2023 11:55:00";"805.337";"781.358"
"01/08/2023 12:00:00";"866.727";"841.92"
"01/08/2023 12:05:00";"1003.32";"979.198"
"01/08/2023 12:10:00";"1088.622";"1066.831"
"01/08/2023 12:15:00";"1043.281";"1031.799"
"01/08/2023 12:20:00";"1066.88";"1059.001"
"01/08/2023 12:25:00";"1057.848";"1054.486"
"01/08/2023 12:30:00";"1080.505";"1082.094"
"01/08/2023 12:35:00";"1091.906";"1097.378"
"01/08/2023 12:40:00";"1095.07";"1101.33"
"01/08/2023 12:45:00";"1070.109";"1074.75"
"01/08/2023 12:50:00";"1009.727";"1017.172"
"01/08/2023 12:55:00";"941.709";"945.529"
"01/08/2023 13:00:00";"958.365";"962.175"
"01/08/2023 13:05:00";"878.526";"883.227"
"01/08/2023 13:10:00";"876.954";"874.71"
"01/08/2023 13:15:00";"1151.739";"1154.285"
"01/08/2023 13:20:00";"1166.117";"1164.006"
"01/08/2023 13:25:00";"1143.281";"1140.004"
"01/08/2023 13:30:00";"1123.57";"1120.2"
"01/08/2023 13:35:00";"1131.564";"1126.716"
"01/08/2023 13:40:00";"920.585";"918.159"
"01/08/2023 13:45:00";"830.876";"818.677"
"01/08/2023 13:50:00";"616.156";"611.252"
"01/08/2023 13:55:00";"510.406";"501.629"
"01/08/2023 14:00:00";"1089.765";"1054.373"
"01/08/2023 14:05:00";"1096.996";"1056.448"
"01/08/2023 14:10:00";"1104.254";"1057.641"
"01/08/2023 14:15:00";"1091.299";"1038.7"
"01/08/2023 14:20:00";"1066.544";"1008.173"
"01/08/2023 14:25:00";"752.653";"706.912"
"01/08/2023 14:30:00";"1136.179";"1053.392"
"01/08/2023 14:35:00";"1102.506";"1019.989"
"01/08/2023 14:40:00";"1106.648";"1024.063"
"01/08/2023 14:45:00";"1035.431";"1028.059"
"01/08/2023 14:50:00";"1011.593";"928.479"
"01/08/2023 14:55:00";"874.242";"774.895"
"01/08/2023 15:00:00";"1165.201";"1022.507"
"01/08/2023 15:05:00";"1180.161";"1031.479"
"01/08/2023 15:10:00";"1036.955";"904.159"
"01/08/2023 15:15:00";"1151.113";"986.281"
"01/08/2023 15:20:00";"1128.689";"962.89"
"01/08/2023 15:25:00";"1162.865";"984.997"
"01/08/2023 15:30:00";"1179.121";"986.445"
"01/08/2023 15:35:00";"1110.573";"906.916"
"01/08/2023 15:40:00";"523.639";"446.267"
"01/08/2023 15:45:00";"497.183";"429.309"
"01/08/2023 15:50:00";"1184.686";"949.469"
"01/08/2023 15:55:00";"548.488";"459.721"
"01/08/2023 16:00:00";"420.48";"337.13"
"01/08/2023 16:05:00";"1044.905";"776.439"
"01/08/2023 16:10:00";"1065.651";"782.568"
"01/08/2023 16:15:00";"824.083";"624.367"
"01/08/2023 16:20:00";"739.251";"563.639"
"01/08/2023 16:25:00";"203.386";"197.499"
"01/08/2023 16:30:00";"220.342";"212.99"
"01/08/2023 16:35:00";"628.576";"495.521"
"01/08/2023 16:40:00";"1063.95";"699.686"
"01/08/2023 16:45:00";"420.078";"287.138"
"01/08/2023 16:50:00";"167.796";"138.069"
"01/08/2023 16:55:00";"992.082";"604.824"
"01/08/2023 17:00:00";"996.618";"597.05"
"01/08/2023 17:05:00";"994.644";"589.55"
"01/08/2023 17:10:00";"885.91";"509.187"
"01/08/2023 17:15:00";"801.556";"453.178"
"01/08/2023 17:20:00";"275.677";"171.189"
"01/08/2023 17:25:00";"450.617";"240.267"
"01/08/2023 17:30:00";"206.396";"130.976"
"01/08/2023 17:35:00";"916.466";"444.387"
"01/08/2023 17:40:00";"885.767";"408.294"
"01/08/2023 17:45:00";"859.235";"377.411"
"01/08/2023 17:50:00";"255.596";"133.606"
"01/08/2023 17:55:00";"327.097";"167.133"
"01/08/2023 18:00:00";"284.186";"153.058"
"01/08/2023 18:05:00";"676.275";"305.952"
"01/08/2023 18:10:00";"567.811";"250.034"
"01/08/2023 18:15:00";"595.293";"245.875"
"01/08/2023 18:20:00";"506.749";"212.957"
"01/08/2023 18:25:00";"460.771";"203.187"
"01/08/2023 18:30:00";"261.212";"145.655"
"01/08/2023 18:35:00";"128.072";"103.637"
"01/08/2023 18:40:00";"117.218";"91.577"
"01/08/2023 18:45:00";"96.232";"75.601"
"01/08/2023 18:50:00";"77.644";"63.251"
"01/08/2023 18:55:00";"68.982";"57.278"
"01/08/2023 19:00:00";"53.68";"44.65"
"01/08/2023 19:05:00";"41.023";"33.6"
"01/08/2023 19:10:00";"30.881";"25.449"
"01/08/2023 19:15:00";"19.846";"17.164"
"01/08/2023 19:20:00";"10.51";"9.5"
"01/08/2023 19:25:00";"7.163";"6.36"
"01/08/2023 19:30:00";"4.615";"3.961"
"01/08/2023 19:35:00";"2.139";"1.563"
"01/08/2023 19:40:00";"0.556";"0.166"
"01/08/2023 19:45:00";"0";"0"
"01/08/2023 19:50:00";"0";"0"
"01/08/2023 19:55:00";"0";"0"
"01/08/2023 20:00:00";"0";"0"
"01/08/2023 20:05:00";"0";"0"
"01/08/2023 20:10:00";"0";"0"
"01/08/2023 20:15:00";"0";"0"
"01/08/2023 20:20:00";"0";"0"
"01/08/2023 20:25:00";"0";"0"
"01/08/2023 20:30:00";"0";"0"
"01/08/2023 20:35:00";"0";"0"
"01/08/2023 20:40:00";"0";"0"
"01/08/2023 20:45:00";"0";"0"
"01/08/2023 20:50:00";"0";"0"
"01/08/2023 20:55:00";"0";"0"
"01/08/2023 21:00:00";"0";"0"
"01/08/2023 21:05:00";"0";"0"
"01/08/2023 21:10:00";"0";"0"
"01/08/2023 21:15:00";"0";"0"
"01/08/2023 21:20:00";"0";"0"
"01/08/2023 21:25:00";"0";"0"
"01/08/2023 21:30:00";"0";"0"
"01/08/2023 21:35:00";"0";"0"
"01/08/2023 21:40:00";"0";"0"
"01/08/2023 21:45:00";"0";"0"
"01/08/2023 21:50:00";"0";"0"
"01/08/2023 21:55:00";"0";"0"
"01/08/2023 22:00:00";"0";"0"
"01/08/2023 22:05:00";"0";"0"
"01/08/2023 22:10:00";"0";"0"
"01/08/2023 22:15:00";"0";"0"
"01/08/2023 22:20:00";"0";"0"
"01/08/2023 22:25:00";"0";"0"
"01/08/2023 22:30:00";"0";"0"
"01/08/2023 22:35:00";"0";"0"
"01/08/2023 22:40:00";"0";"0"
"01/08/2023 22:45:00";"0";"0"
"01/08/2023 22:50:00";"0";"0"
"01/08/2023 22:55:00";"0";"0"
"01/08/2023 23:00:00";"0";"0"
"01/08/2023 23:05:00";"0";"0"
"01/08/2023 23:10:00";"0";"0"
"01/08/2023 23:15:00";"0";"0"
"01/08/2023 23:20:00";"0";"0"
"01/08/2023 23:25:00";"0";"0"
"01/08/2023 23:30:00";"0";"0"
"01/08/2023 23:35:00";"0";"0"
"01/08/2023 23:40:00";"0";"0"
"01/08/2023 23:45:00";"0";"0"
"01/08/2023 23:50:00";"0";"0"
"01/08/2023 23:55:00";"0";"0"
"02/08/2023 00:00:00";"0";"0"
"02/08/2023 00:05:00";"0";"0"
"02/08/2023 00:10:00";"0";"0"
"02/08/2023 00:15:00";"0";"0"
"02/08/2023 00:20:00";"0";"0"
"02/08/2023 00:25:00";"0";"0"
"02/08/2023 00:30:00";"0";"0"
"02/08/2023 00:35:00";"0";"0"
"02/08/2023 00:40:00";"0";"0"
"02/08/2023 00:45:00";"0";"0"
"02/08/2023 00:50:00";"0";"0"
"02/08/2023 00:55:00";"0";"0"
"02/08/2023 01:00:00";"0";"0"
"02/08/2023 01:05:00";"0";"0"
"02/08/2023 01:10:00";"0";"0"
"02/08/2023 01:15:00";"0";"0"
"02/08/2023 01:20:00";"0";"0"
"02/08/2023 01:25:00";"0";"0"
"02/08/2023 01:30:00";"0";"0"
"02/08/2023 01:35:00";"0";"0"
"02/08/2023 01:40:00";"0";"0"
"02/08/2023 01:45:00";"0";"0"
"02/08/2023 01:50:00";"0";"0"
"02/08/2023 01:55:00";"0";"0"
"02/08/2023 02:00:00";"0";"0"
"02/08/2023 02:05:00";"0";"0"
"02/08/2023 02:10:00";"0";"0"
"02/08/2023 02:15:00";"0";"0"
"02/08/2023 02:20:00";"0";"0"
"02/08/2023 02:25:00";"0";"0"
"02/08/2023 02:30:00";"0";"0"
"02/08/2023 02:35:00";"0";"0"
"02/08/2023 02:40:00";"0";"0"
"02/08/2023 02:45:00";"0";"0"
"02/08/2023 02:50:00";"0";"0"
"02/08/2023 02:55:00";"0";"0"
"02/08/2023 03:00:00";"0";"0"
"02/08/2023 03:05:00";"0";"0"
"02/08/2023 03:10:00";"0";"0"
"02/08/2023 03:15:00";"0";"0"
"02/08/2023 03:20:00";"0";"0"
"02/08/2023 03:25:00";"0";"0"
"02/08/2023 03:30:00";"0";"0"
"02/08/2023 03:35:00";"0";"0"
"02/08/2023 03:40:00";"0";"0"
"02/08/2023 03:45:00";"0";"0"
"02/08/2023 03:50:00";"0";"0"
"02/08/2023 03:55:00";"0";"0"
"02/08/2023 04:00:00";"0";"0"
"02/08/2023 04:05:00";"0";"0"
"02/08/2023 04:10:00";"0";"0"
"02/08/2023 04:15:00";"0";"0"
"02/08/2023 04:20:00";"0";"0"
"02/08/2023 04:25:00";"0";"0"
"02/08/2023 04:30:00";"0";"0"
"02/08/2023 04:35:00";"0";"0"
"02/08/2023 04:40:00";"0";"0"
"02/08/2023 04:45:00";"0";"0"
"02/08/2023 04:50:00";"0";"0"
"02/08/2023 04:55:00";"0";"0"
"02/08/2023 05:00:00";"0";"0"
"02/08/2023 05:05:00";"0";"0"
"02/08/2023 05:10:00";"0";"0"
"02/08/2023 05:15:00";"0";"0"
"02/08/2023 05:20:00";"0";"0"
"02/08/2023 05:25:00";"0";"0"
"02/08/2023 05:30:00";"0";"0"
"02/08/2023 05:35:00";"0";"0"
"02/08/2023 05:40:00";"0";"0"
"02/08/2023 05:45:00";"0";"0"
"02/08/2023 05:50:00";"0";"0"
"02/08/2023 05:55:00";"0";"0"
"02/08/2023 06:00:00";"0";"0"
"02/08/2023 06:05:00";"0";"0"
"02/08/2023 06:10:00";"0.132";"0.008"
"02/08/2023 06:15:00";"1.086";"0.686"
"02/08/2023 06:20:00";"2.876";"2.475"
"02/08/2023 06:25:00";"5.351";"5.412"
"02/08/2023 06:30:00";"10.873";"12.05"
"02/08/2023 06:35:00";"15.724";"18.154"
"02/08/2023 06:40:00";"20.095";"19.757"
"02/08/2023 06:45:00";"20.888";"20.447"
"02/08/2023 06:50:00";"25.739";"25.084"
"02/08/2023 06:55:00";"37.524";"36.713"
"02/08/2023 07:00:00";"43.823";"42.779"
"02/08/2023 07:05:00";"115.517";"81.473"
"02/08/2023 07:10:00";"100.037";"81.071"
"02/08/2023 07:15:00";"179.495";"117.912"
"02/08/2023 07:20:00";"283.162";"165.705"
"02/08/2023 07:25:00";"239.504";"148.592"
"02/08/2023 07:30:00";"224.289";"139.154"
"02/08/2023 07:35:00";"333.446";"190.472"
"02/08/2023 07:40:00";"490.787";"270.315"
"02/08/2023 07:45:00";"492.238";"274.04"
"02/08/2023 07:50:00";"507.516";"300.192"
"02/08/2023 07:55:00";"195.254";"175.763"
"02/08/2023 08:00:00";"254.521";"202.415"
"02/08/2023 08:05:00";"300.19";"229.971"
"02/08/2023 08:10:00";"462.395";"309.95"
"02/08/2023 08:15:00";"490.435";"327.411"
"02/08/2023 08:20:00";"407.992";"292.614"
"02/08/2023 08:25:00";"390.993";"287.527"
"02/08/2023 08:30:00";"939.687";"550.384"
"02/08/2023 08:35:00";"1004.984";"573.443"
"02/08/2023 08:40:00";"845.907";"473.999"
"02/08/2023 08:45:00";"897.214";"522.367"
"02/08/2023 08:50:00";"977.497";"605.672"
"02/08/2023 08:55:00";"506.674";"341.432"
"02/08/2023 09:00:00";"320.507";"219.721"
"02/08/2023 09:05:00";"407.285";"289.195"
"02/08/2023 09:10:00";"785.424";"519.257"
"02/08/2023 09:15:00";"920.102";"628.325"
"02/08/2023 09:20:00";"844.981";"576.905"
"02/08/2023 09:25:00";"960.35";"669.153"
"02/08/2023 09:30:00";"963.563";"676.727"
"02/08/2023 09:35:00";"1003.696";"709.383"
"02/08/2023 09:40:00";"994.044";"708.975"
"02/08/2023 09:45:00";"1045.507";"734.862"
"02/08/2023 09:50:00";"1057.647";"758.134"
"02/08/2023 09:55:00";"1004.405";"737.471"
"02/08/2023 10:00:00";"989.708";"749.457"
"02/08/2023 10:05:00";"1051.699";"793.491"
"02/08/2023 10:10:00";"1053.246";"808.052"
"02/08/2023 10:15:00";"1049.28";"821.92"
"02/08/2023 10:20:00";"1047.587";"834.967"
"02/08/2023 10:25:00";"1055.298";"853.096"
"02/08/2023 10:30:00";"1068.497";"882.238"
"02/08/2023 10:35:00";"1073.882";"895.641"
"02/08/2023 10:40:00";"1055.938";"890.346"
"02/08/2023 10:45:00";"1070.177";"909.259"
"02/08/2023 10:50:00";"1077.437";"928.921"
"02/08/2023 10:55:00";"1073.124";"939.152"
"02/08/2023 11:00:00";"1071.122";"943.517"
"02/08/2023 11:05:00";"1071.69";"953.789"
"02/08/2023 11:10:00";"1062.537";"962.601"
"02/08/2023 11:15:00";"1071.962";"971.611"
"02/08/2023 11:20:00";"1061.939";"971.687"
"02/08/2023 11:25:00";"1063.799";"982.467"
"02/08/2023 11:30:00";"1062.152";"992.92"
"02/08/2023 11:35:00";"1068.077";"1006.282"
"02/08/2023 11:40:00";"1081.703";"1028.287"
"02/08/2023 11:45:00";"1098.43";"1054.959"
"02/08/2023 11:50:00";"1090.466";"1044.718"
"02/08/2023 11:55:00";"1122.552";"1081.058"
"02/08/2023 12:00:00";"1090.869";"1049.791"
"02/08/2023 12:05:00";"562.139";"540.452"
"02/08/2023 12:10:00";"1052.363";"1033.909"
"02/08/2023 12:15:00";"860.664";"851.113"
"02/08/2023 12:20:00";"639.927";"637.503"
"02/08/2023 12:25:00";"926.936";"921.512"
"02/08/2023 12:30:00";"1133.449";"1134.865"
"02/08/2023 12:35:00";"1000.096";"992.779"
"02/08/2023 12:40:00";"864.259";"867.907"
"02/08/2023 12:45:00";"1175.469";"1184.193"
"02/08/2023 12:50:00";"1177.933";"1186.902"
"02/08/2023 12:55:00";"1247.309";"1253.068"
"02/08/2023 13:00:00";"1030.908";"1032.962"
"02/08/2023 13:05:00";"830.616";"834.815"
"02/08/2023 13:10:00";"1142.311";"1135.34"
"02/08/2023 13:15:00";"816.113";"826.44"
"02/08/2023 13:20:00";"1238.709";"1236.238"
"02/08/2023 13:25:00";"1246.339";"1239.979"
"02/08/2023 13:30:00";"1256.337";"1251.572"
"02/08/2023 13:35:00";"1248.88";"1242.683"
"02/08/2023 13:40:00";"1026.464";"1029.754"
"02/08/2023 13:45:00";"1125.47";"1110.445"
"02/08/2023 13:50:00";"1167.844";"1147.206"
"02/08/2023 13:55:00";"1156.983";"1134.31"
"02/08/2023 14:00:00";"1147.078";"1120.83"
"02/08/2023 14:05:00";"1177.055";"1144.138"
"02/08/2023 14:10:00";"1046.588";"1008.509"
"02/08/2023 14:15:00";"242.322";"235.248"
"02/08/2023 14:20:00";"966.224";"907.385"
"02/08/2023 14:25:00";"1132.933";"1058.674"
"02/08/2023 14:30:00";"1055.625";"975.475"
"02/08/2023 14:35:00";"1153.111";"1064.199"
"02/08/2023 14:40:00";"1175.418";"1084.686"
"02/08/2023 14:45:00";"1202.463";"1103.642"
"02/08/2023 14:50:00";"606.111";"556.783"
"02/08/2023 14:55:00";"671.236";"616.194"
"02/08/2023 15:00:00";"1184.23";"1054.825"
"02/08/2023 15:05:00";"775.289";"689.63"
"02/08/2023 15:10:00";"1165.673";"1012.627"
"02/08/2023 15:15:00";"1147.849";"987.742"
"02/08/2023 15:20:00";"1129.952";"963.49"
"02/08/2023 15:25:00";"1119.984";"940.606"
"02/08/2023 15:30:00";"1128.323";"934.988"
"02/08/2023 15:35:00";"1130.092";"928.145"
"02/08/2023 15:40:00";"1130.973";"913.579"
"02/08/2023 15:45:00";"960.707";"767.795"
"02/08/2023 15:50:00";"352.357";"312.719"
"02/08/2023 15:55:00";"1145.789";"901.136"
"02/08/2023 16:00:00";"874.146";"693.49"
"02/08/2023 16:05:00";"1069.471";"824.942"
"02/08/2023 16:10:00";"324.852";"295.67"
"02/08/2023 16:15:00";"212.838";"228.252"
"02/08/2023 16:20:00";"220.416";"228.592"
"02/08/2023 16:25:00";"1066.786";"761.024"
"02/08/2023 16:30:00";"1062.787";"714.67"
"02/08/2023 16:35:00";"1062.118";"689.672"
"02/08/2023 16:40:00";"1051.302";"661.771"
"02/08/2023 16:45:00";"1025.719";"623.917"
"02/08/2023 16:50:00";"980.875";"585.234"
"02/08/2023 16:55:00";"304.513";"195.995"
"02/08/2023 17:00:00";"1000.769";"565.679"
"02/08/2023 17:05:00";"995.315";"548.93"
"02/08/2023 17:10:00";"992.256";"537.785"
"02/08/2023 17:15:00";"991.483";"525.704"
"02/08/2023 17:20:00";"875.713";"461.995"
"02/08/2023 17:25:00";"724.728";"390.275"
"02/08/2023 17:30:00";"204.62";"162.29"
"02/08/2023 17:35:00";"404.103";"260.423"
"02/08/2023 17:40:00";"820.383";"419.341"
"02/08/2023 17:45:00";"898.299";"425.99"
"02/08/2023 17:50:00";"854.237";"409.016"
"02/08/2023 17:55:00";"794.87";"385.184"
"02/08/2023 18:00:00";"817.494";"350.549"
"02/08/2023 18:05:00";"401.729";"188.078"
"02/08/2023 18:10:00";"275.011";"134.355"
"02/08/2023 18:15:00";"112.105";"73.391"
"02/08/2023 18:20:00";"101.329";"70.941"
"02/08/2023 18:25:00";"97.668";"70.933"
"02/08/2023 18:30:00";"96.929";"74.733"
"02/08/2023 18:35:00";"82.265";"67.658"
"02/08/2023 18:40:00";"61.156";"51.142"
"02/08/2023 18:45:00";"40.481";"34.372"
"02/08/2023 18:50:00";"32.129";"28.318"
"02/08/2023 18:55:00";"26.551";"23.204"
"02/08/2023 19:00:00";"24.944";"21.474"
"02/08/2023 19:05:00";"21.878";"19.001"
"02/08/2023 19:10:00";"17.639";"15.816"
"02/08/2023 19:15:00";"12.81";"11.67"
"02/08/2023 19:20:00";"8.994";"8.237"
"02/08/2023 19:25:00";"7.506";"5.972"
"02/08/2023 19:30:00";"4.048";"3.554"
"02/08/2023 19:35:00";"1.809";"1.292"
"02/08/2023 19:40:00";"0.344";"0.046"
"02/08/2023 19:45:00";"0";"0"
"02/08/2023 19:50:00";"0";"0"
"02/08/2023 19:55:00";"0";"0"
"02/08/2023 20:00:00";"0";"0"
"02/08/2023 20:05:00";"0";"0"
"02/08/2023 20:10:00";"0";"0"
"02/08/2023 20:15:00";"0";"0"
"02/08/2023 20:20:00";"0";"0"
"02/08/2023 20:25:00";"0";"0"
"02/08/2023 20:30:00";"0";"0"
"02/08/2023 20:35:00";"0";"0"
"02/08/2023 20:40:00";"0";"0"
"02/08/2023 20:45:00";"0";"0"
"02/08/2023 20:50:00";"0";"0"
"02/08/2023 20:55:00";"0";"0"
"02/08/2023 21:00:00";"0";"0"
"02/08/2023 21:05:00";"0";"0"
"02/08/2023 21:10:00";"0";"0"
"02/08/2023 21:15:00";"0";"0"
"02/08/2023 21:20:00";"0";"0"
"02/08/2023 21:25:00";"0";"0"
"02/08/2023 21:30:00";"0";"0"
"02/08/2023 21:35:00";"0";"0"
"02/08/2023 21:40:00";"0";"0"
"02/08/2023 21:45:00";"0";"0"
"02/08/2023 21:50:00";"0";"0"
"02/08/2023 21:55:00";"0";"0"
"02/08/2023 22:00:00";"0";"0"
"02/08/2023 22:05:00";"0";"0"
"02/08/2023 22:10:00";"0";"0"
"02/08/2023 22:15:00";"0";"0"
"02/08/2023 22:20:00";"0";"0"
"02/08/2023 22:25:00";"0";"0"
"02/08/2023 22:30:00";"0";"0"
"02/08/2023 22:35:00";"0";"0"
"02/08/2023 22:40:00";"0";"0"
"02/08/2023 22:45:00";"0";"0"
"02/08/2023 22:50:00";"0";"0"
"02/08/2023 22:55:00";"0";"0"
"02/08/2023 23:00:00";"0";"0"
"02/08/2023 23:05:00";"0";"0"
"02/08/2023 23:10:00";"0";"0"
"02/08/2023 23:15:00";"0";"0"
"02/08/2023 23:20:00";"0";"0"
"02/08/2023 23:25:00";"0";"0"
"02/08/2023 23:30:00";"0";"0"
"02/08/2023 23:35:00";"0";"0"
"02/08/2023 23:40:00";"0";"0"
"02/08/2023 23:45:00";"0";"0"
"02/08/2023 23:50:00";"0";"0"
"02/08/2023 23:55:00";"0";"0"
"03/08/2023 00:00:00";"0";"0"
"03/08/2023 00:05:00";"0";"0"
"03/08/2023 00:10:00";"0";"0"
"03/08/2023 00:15:00";"0";"0"
"03/08/2023 00:20:00";"0";"0"
"03/08/2023 00:25:00";"0";"0"
"03/08/2023 00:30:00";"0";"0"
"03/08/2023 00:35:00";"0";"0"
"03/08/2023 00:40:00";"0";"0"
"03/08/2023 00:45:00";"0";"0"
"03/08/2023 00:50:00";"0";"0"
"03/08/2023 00:55:00";"0";"0"
